,mcap,EP,FCP,ShYield,ROA,ROE,GPA,AssetGrowth,Accruals_est,Accruals_dolt,Accruals,ret_1y,vol_1y,dd_1y,ret_2y,vol_2y,dd_2y,ret_5y,vol_5y,dd_5y,downside_dev,beta_spy,max_dd_monthly,EP_z,FCP_z,ShYield_z,GPA_z,AssetGrowth_z,Accruals_z,Score
ALB,,-0.09655029646596135,,,-0.05438900626455431,,0.03926322395402648,-0.05962248131717797,,-0.0252,-0.0252,-0.08427911075547445,0.49161747768182756,-0.34858657028678997,-0.17500590754188372,0.4697445189734325,-0.6058689975101366,-0.24699240468360018,0.4826700769096002,-0.7959160146750257,0.39935740643571144,1.5212058348652204,-0.7959160146750257,-3.6498067692061604,,,-1.2923027214132716,-0.8558673365434583,-0.13307321039224146,-3.9531689436837323
ALGN,,0.04179600123453771,,,0.07029145039644231,,0.44444394471749166,0.009867944590119,,-0.018925,-0.018925,-0.40486318582034597,0.45809285535654604,-0.4285062257683766,-0.3520580130873019,0.45799540915171216,-0.6181385822969949,-0.7121693857761293,0.48810209001482296,-0.8233850476435781,0.5262526412095787,1.7674212465510442,-0.8233850476435782,0.02423248219762458,,,0.9710951210359441,-0.4267035328398231,0.23605220459015333,1.1859789314832383
ALL,,0.12554248366013074,,,0.05102373936001227,,,0.06944854569614646,,-0.006575,-0.006575,-0.06413843310746492,0.1785053901468465,-0.10901464971747954,0.43720962712674516,0.20102343979381948,-0.10901464971747965,1.1032247714750683,0.22159840499141298,-0.19606588120942148,0.18610977995025973,0.5362990466816984,-0.23901276339235422,2.2482736651769373,,,,-0.05874151413349149,0.9625380810893687,1.3444770982210599
ALLE,,0.04487491091009027,,,0.13224641507043147,,0.36700386475470426,0.028394467577577368,,-0.014575,-0.014575,0.18252200450701928,0.20445534051787517,-0.071440727328417,0.5932746412076597,0.24401879513964952,-0.11938345513244031,0.5458019946741461,0.25717695489058845,-0.3662688423065944,0.21898174435483284,1.0789958951334984,-0.3662688423065943,0.1059985662022434,,,0.5385036848575414,-0.31228614410044037,0.4919399424663953,0.4648484526938299
AMAT,,0.03529510648703605,,,0.20154878678368612,,0.4094107235046832,0.016762267066900465,,0.0011749999999999,0.0011749999999999,0.3715288886650727,0.4206361395431257,-0.19348907461398368,0.6123042998988746,0.3717423349843532,-0.38100885752005553,2.003610931722954,0.37356532055253533,-0.47579546225374914,0.31052716482503445,1.5834978345112387,-0.47579546225374914,-0.14841068114363506,,,0.775394503401161,-0.3841250967536469,1.4184300278803683,-0.4073211088691955
AMCR,,0.040712467501819206,,,0.023179070795958406,,0.12855085447308437,0.9951456040739053,,-0.010175,-0.010175,-0.24142352289965974,0.16970943361973903,-0.2123374894443879,-0.1050204616516962,0.20239767494562697,-0.2786918567379605,-0.1479734900056675,0.20249517142728718,-0.30541329295725583,0.20838763813005237,0.794865085233099,-0.3054132929572556,-0.004542740055493022,,,-0.7935291620656252,5.6582427389296095,0.7507689187090306,-7.2070835597597585
AMD,,0.006739842253559534,,,0.03974308632972458,,0.1976776799237112,0.10214182600241581,,-0.017775,-0.017775,0.8927686817286509,0.7244655589784454,-0.19405581806228023,1.1430338894722682,0.5810479273462653,-0.4943645193406123,1.8021798363327814,0.5634697081584505,-0.6207614874973696,0.4168023486372057,2.0936188965368596,-0.6207614874973696,-0.9067480083565547,,,-0.40737676250056587,0.14316791941214996,0.3037006870172059,-1.7609933772864763
AME,,0.03125157158764581,,,0.09657802122687259,,0.169388259972507,0.031811588453153065,,-0.01715,-0.01715,0.029041817109597634,0.16239491544870857,-0.10256432901225587,0.29689377690791474,0.16354492903933407,-0.12475469436073017,0.7319642349263589,0.20009237595615081,-0.2500185388769025,0.19856311915245292,1.2086167816934001,-0.27623614189453294,-0.2557941542232128,,,-0.565405535343079,-0.2911824514186091,0.3404661665971257,-0.8704834047448085
AMGN,,0.041309485333331675,,,0.07354730461740179,,0.2501875072919502,-0.03311076154751559,,-0.046025,-0.046025,0.0739137985003715,0.19553698943614187,-0.09588355619127287,0.160647066048756,0.22617711141301164,-0.2129995494573318,0.5509152031863098,0.22719631786753625,-0.2154464477435638,0.2079022922750001,0.6138454884249591,-0.2154464477435637,0.011312161616782578,,,-0.11404930667120744,-0.6921344143384381,-1.3580989899951694,1.9474962592791827
AMP,,0.07102435928467522,,,0.01763899941750281,,,0.028953811908736783,,0.002525,0.002525,-0.204511997692033,0.18429891938296236,-0.15969836731838682,0.3092917695246802,0.20720630758059538,-0.20451199769203332,1.6275491759655165,0.2516980142700665,-0.21254320329803933,0.2730934931973941,1.5174608177118614,-0.3814412520923862,0.8004450481657103,,,,-0.3088317064911404,1.497843463773001,-0.3885667091161502
