symbol,period_end_date,wc_accruals_over_assets
IRM,2021-03-31,0.0149
IRM,2021-06-30,-0.0028
IRM,2021-09-30,0.0117
IRM,2021-12-31,-0.0087
IRM,2022-03-31,0.0164
IRM,2022-06-30,-0.0013
IRM,2022-09-30,0.0035
IRM,2022-12-31,-0.0583
IRM,2023-03-31,-0.0130
IRM,2023-06-30,-0.0262
IRM,2023-09-30,-0.0315
IRM,2023-12-31,-0.0558
IRM,2024-03-31,0.0011
IRM,2024-06-30,-0.0303
IRM,2024-09-30,-0.0462
IRM,2024-12-31,-0.0616
IRM,2025-03-31,0.0046
IRM,2025-06-30,-0.0270
ISRG,2021-03-31,0.0047
ISRG,2021-06-30,-0.0025
ISRG,2021-09-30,0.0032
ISRG,2021-12-31,-0.0092
ISRG,2022-03-31,0.0157
ISRG,2022-06-30,-0.0018
ISRG,2022-09-30,0.0048
ISRG,2022-12-31,-0.0324
ISRG,2023-03-31,0.0050
ISRG,2023-06-30,-0.0288
ISRG,2023-09-30,-0.0185
ISRG,2023-12-31,-0.0137
ISRG,2024-03-31,0.0214
ISRG,2024-06-30,-0.0177
ISRG,2024-09-30,-0.0271
ISRG,2024-12-31,-0.0249
ISRG,2025-03-31,0.0056
ISRG,2025-06-30,-0.0100
ISRG,2025-09-30,-0.0201
IT,2021-03-31,0.0108
IT,2021-06-30,-0.0290
IT,2021-09-30,-0.0159
IT,2021-12-31,0.0067
IT,2022-03-31,0.0101
IT,2022-06-30,-0.0168
IT,2022-09-30,-0.0119
IT,2022-12-31,-0.0102
IT,2023-03-31,0.0023
IT,2023-06-30,-0.0354
IT,2023-09-30,-0.0352
IT,2023-12-31,-0.0187
IT,2024-03-31,0.0075
IT,2024-06-30,-0.0187
IT,2024-09-30,-0.0332
IT,2024-12-31,-0.0273
IT,2025-03-31,-0.0115
IT,2025-06-30,-0.0203
ITW,2021-03-31,0.0109
ITW,2021-06-30,0.0124
ITW,2021-09-30,0.0058
ITW,2021-12-31,-0.0011
ITW,2022-03-31,0.0256
ITW,2022-06-30,0.0096
ITW,2022-09-30,-0.0003
ITW,2022-12-31,-0.0285
ITW,2023-03-31,0.0018
ITW,2023-06-30,-0.0191
ITW,2023-09-30,-0.0289
ITW,2023-12-31,-0.0413
ITW,2024-03-31,0.0139
ITW,2024-06-30,-0.0126
ITW,2024-09-30,-0.0278
ITW,2024-12-31,-0.0482
ITW,2025-03-31,0.0075
ITW,2025-06-30,0.0125
IVZ,2021-03-31,0.0137
IVZ,2021-06-30,0.0293
IVZ,2021-09-30,0.0078
IVZ,2021-12-31,0.0202
IVZ,2022-03-31,0.0024
IVZ,2022-06-30,-0.0218
IVZ,2022-09-30,-0.0154
IVZ,2022-12-31,0.0429
IVZ,2023-03-31,-0.0369
IVZ,2023-06-30,-0.0068
IVZ,2023-09-30,-0.0097
IVZ,2023-12-31,-0.0484
IVZ,2024-03-31,0.0186
IVZ,2024-06-30,-0.0459
IVZ,2024-09-30,-0.0170
IVZ,2024-12-31,-0.2944
IVZ,2025-03-31,0.0024
IVZ,2025-06-30,-0.0080
J,2021-03-31,-0.0097
J,2021-06-30,-0.0161
J,2021-09-30,-0.0011
J,2021-12-31,-0.0046
J,2022-03-31,-0.0242
J,2022-06-30,0.0417
J,2022-09-30,0.0045
J,2022-12-31,-0.0034
J,2023-03-31,-0.0025
J,2023-06-30,-0.0178
J,2023-09-30,-0.0267
J,2023-12-31,-0.0158
J,2024-03-31,0.0085
J,2024-06-30,-0.0338
J,2024-09-30,-0.0568
J,2024-12-31,-0.0156
J,2025-03-31,0.0105
J,2025-06-30,-0.0220
JBHT,2021-03-31,-0.0051
JBHT,2021-06-30,-0.0005
JBHT,2021-09-30,0.0055
JBHT,2021-12-31,0.0207
JBHT,2022-03-31,0.0156
JBHT,2022-06-30,-0.0074
JBHT,2022-09-30,-0.0097
JBHT,2022-12-31,-0.0814
JBHT,2023-03-31,-0.0367
JBHT,2023-06-30,-0.0642
JBHT,2023-09-30,-0.0602
JBHT,2023-12-31,-0.0711
JBHT,2024-03-31,-0.0406
JBHT,2024-06-30,-0.0511
JBHT,2024-09-30,-0.0680
JBHT,2024-12-31,-0.0577
JBHT,2025-03-31,-0.1031
JBHT,2025-06-30,-0.0279
JBL,2021-02-28,0.0260
JBL,2021-05-31,-0.0193
JBL,2021-08-31,-0.0336
JBL,2021-11-30,-0.0005
JBL,2022-02-28,0.0252
JBL,2022-05-31,0.0225
JBL,2022-08-31,-0.0384
JBL,2022-11-30,0.0046
JBL,2023-02-28,-0.0152
JBL,2023-05-31,-0.0368
JBL,2023-08-31,-0.0013
JBL,2023-11-30,-0.0187
JBL,2024-02-29,-0.0666
JBL,2024-08-31,-0.0639
JBL,2024-11-30,-0.0145
JBL,2025-02-28,-0.0229
JBL,2025-05-31,-0.0603
JBL,2025-08-31,-0.0455
JCI,2021-03-31,-0.0036
JCI,2021-06-30,0.0003
JCI,2021-09-30,-0.0057
JCI,2021-12-31,-0.0006
JCI,2022-03-31,0.0161
JCI,2022-06-30,0.0003
JCI,2022-09-30,-0.0281
JCI,2022-12-31,0.0293
JCI,2023-03-31,-0.0023
JCI,2023-06-30,-0.0132
JCI,2023-09-30,-0.0582
JCI,2023-12-31,0.0186
JCI,2024-03-31,-0.0035
JCI,2024-06-30,-0.0094
JCI,2024-09-30,-0.0418
JCI,2024-12-31,0.0017
JCI,2025-03-31,-0.0050
JCI,2025-06-30,-0.0123
JKHY,2021-03-31,0.0231
JKHY,2021-06-30,-0.0435
JKHY,2021-09-30,0.0195
JKHY,2021-12-31,0.0210
JKHY,2022-03-31,0.0202
JKHY,2022-06-30,-0.0381
JKHY,2022-09-30,-0.0151
JKHY,2022-12-31,-0.0162
JKHY,2023-03-31,-0.0144
JKHY,2023-06-30,0.8321
JKHY,2023-09-30,-0.9286
JKHY,2023-12-31,-0.0139
JKHY,2024-03-31,-0.0547
JKHY,2024-06-30,-0.0951
JKHY,2024-09-30,-0.0475
JKHY,2024-12-31,-0.0050
JKHY,2025-03-31,-0.0145
JKHY,2025-06-30,-0.1234
JNJ,2021-03-31,0.0197
JNJ,2021-06-30,0.0158
JNJ,2021-09-30,-0.0304
JNJ,2021-12-31,-0.0010
JNJ,2022-03-31,0.0139
JNJ,2022-06-30,-0.0011
JNJ,2022-09-30,-0.0048
JNJ,2022-12-31,-0.0916
JNJ,2023-03-31,-0.0321
JNJ,2023-06-30,0.0122
JNJ,2023-09-30,0.0128
JNJ,2023-12-31,-0.0541
JNJ,2024-03-31,-0.0238
JNJ,2024-06-30,-0.0411
JNJ,2024-09-30,-0.0148
JNJ,2024-12-31,-0.0418
JNJ,2025-03-31,-0.0372
JNJ,2025-06-30,0.0096
JNJ,2025-09-30,-0.0091
K,2021-03-31,0.0018
K,2021-06-30,-0.0025
K,2021-09-30,-0.0042
K,2021-12-31,0.0087
K,2022-03-31,0.0022
K,2022-06-30,0.0104
K,2022-09-30,0.0060
K,2022-12-31,-0.0541
K,2023-03-31,0.0059
K,2023-06-30,-0.0036
K,2023-09-30,-0.0264
K,2023-12-31,-0.0184
K,2024-03-31,0.0156
K,2024-06-30,-0.0061
K,2024-09-30,-0.0231
K,2024-12-31,-0.0206
K,2025-03-31,-0.0381
K,2025-06-30,-0.0131
KDP,2021-03-31,0.0130
KDP,2021-06-30,0.0087
KDP,2021-09-30,0.0055
KDP,2021-12-31,0.0039
KDP,2022-03-31,0.0087
KDP,2022-06-30,0.0002
KDP,2022-09-30,-0.0057
KDP,2022-12-31,-0.0325
KDP,2023-03-31,-0.0217
KDP,2023-06-30,-0.0073
KDP,2023-09-30,-0.0085
KDP,2023-12-31,-0.0166
KDP,2024-03-31,0.0361
KDP,2024-06-30,-0.0143
KDP,2024-09-30,-0.0110
KDP,2024-12-31,0.0203
KDP,2025-03-31,-0.0851
KDP,2025-06-30,0.0410
KEY,2021-03-31,-0.0361
KEY,2021-06-30,-0.0225
KEY,2021-09-30,-0.0417
KEY,2021-12-31,0.0189
KEY,2022-03-31,0.0338
KEY,2022-06-30,0.0329
KEY,2022-09-30,-0.0002
KEY,2022-12-31,0.0207
KEY,2023-03-31,-0.0173
KEY,2023-06-30,0.0014
KEY,2023-09-30,0.0111
KEY,2023-12-31,-0.0238
KEY,2024-03-31,-0.0074
KEY,2024-06-30,-0.0319
KEY,2024-09-30,-0.0151
KEY,2024-12-31,-0.0027
KEY,2025-03-31,0.0012
KEY,2025-06-30,0.0231
KEYS,2021-04-30,-0.0155
KEYS,2021-07-31,0.0052
KEYS,2021-10-31,-0.0005
KEYS,2022-01-31,0.0130
KEYS,2022-04-30,0.0085
KEYS,2022-07-31,0.0207
KEYS,2022-10-31,-0.0021
KEYS,2023-01-31,-0.0245
KEYS,2023-04-30,-0.0016
KEYS,2023-07-31,0.0046
KEYS,2023-10-31,-0.0305
KEYS,2024-01-31,-0.0310
KEYS,2024-04-30,0.0028
KEYS,2024-07-31,-0.0114
KEYS,2024-10-31,-0.0270
KEYS,2025-01-31,-0.0228
KEYS,2025-04-30,-0.0288
KEYS,2025-07-31,0.0447
KHC,2021-03-31,0.0379
KHC,2021-06-30,-0.0425
KHC,2021-09-30,0.0072
KHC,2021-12-31,-0.0279
KHC,2022-03-31,0.0083
KHC,2022-06-30,0.0074
KHC,2022-09-30,0.0028
KHC,2022-12-31,-0.0133
KHC,2023-03-31,0.0044
KHC,2023-06-30,-0.0046
KHC,2023-09-30,-0.0045
KHC,2023-12-31,-0.0156
KHC,2024-03-31,0.0033
KHC,2024-06-30,-0.0035
KHC,2024-09-30,-0.0043
KHC,2024-12-31,-0.0127
KHC,2025-03-31,0.0018
KHC,2025-06-30,-0.0073
KIM,2021-03-31,0.0110
KIM,2021-06-30,-0.0001
KIM,2021-09-30,0.0024
KIM,2021-12-31,-0.0109
KIM,2022-03-31,0.0119
KIM,2022-06-30,0.0003
KIM,2022-09-30,0.0005
KIM,2022-12-31,-0.0379
KIM,2023-03-31,-0.0068
KIM,2023-06-30,-0.0150
KIM,2023-09-30,-0.0247
KIM,2023-12-31,-0.0245
KIM,2024-03-31,-0.0094
KIM,2024-06-30,-0.0163
KIM,2024-09-30,-0.0248
KIM,2024-12-31,-0.0275
KIM,2025-03-31,-0.0079
KIM,2025-06-30,-0.0070
KKR,2021-03-31,-0.8292
KKR,2021-06-30,-0.0213
KKR,2021-09-30,-0.1161
KKR,2021-12-31,0.0011
KKR,2022-03-31,-0.0141
KKR,2022-06-30,-0.0138
KKR,2022-09-30,-0.0018
KKR,2022-12-31,-0.0243
KKR,2023-03-31,0.0002
KKR,2023-06-30,-0.0019
KKR,2023-09-30,-0.0014
KKR,2023-12-31,-0.1000
KKR,2024-03-31,-0.0705
KKR,2024-06-30,-0.0175
KKR,2024-09-30,-0.0227
KKR,2024-12-31,0.0020
KKR,2025-03-31,-0.0151
KKR,2025-06-30,-0.0121
KLAC,2021-03-31,0.0027
KLAC,2021-06-30,0.0163
KLAC,2021-09-30,-0.0094
KLAC,2021-12-31,0.0103
KLAC,2022-03-31,0.0035
KLAC,2022-06-30,0.0336
KLAC,2022-09-30,-0.0030
KLAC,2022-12-31,0.0021
KLAC,2023-03-31,-0.0280
KLAC,2023-06-30,-0.0533
KLAC,2023-09-30,-0.0159
KLAC,2023-12-31,-0.0070
KLAC,2024-03-31,-0.0445
KLAC,2024-06-30,-0.0395
KLAC,2024-09-30,-0.0104
KLAC,2024-12-31,-0.0087
KLAC,2025-03-31,-0.0256
KLAC,2025-06-30,-0.0333
KMB,2021-03-31,0.0281
KMB,2021-06-30,0.0064
KMB,2021-09-30,-0.0026
KMB,2021-12-31,-0.0275
KMB,2022-03-31,0.0078
KMB,2022-06-30,0.0028
KMB,2022-09-30,-0.0082
KMB,2022-12-31,-0.0540
KMB,2023-03-31,-0.0128
KMB,2023-06-30,-0.0220
KMB,2023-09-30,-0.0319
KMB,2023-12-31,-0.0739
KMB,2024-03-31,0.0143
KMB,2024-06-30,-0.0273
KMB,2024-09-30,-0.0526
KMB,2024-12-31,-0.0532
KMB,2025-03-31,0.0135
KMB,2025-06-30,-0.0290
KMI,2021-03-31,0.0054
KMI,2021-06-30,-0.0061
KMI,2021-09-30,-0.0005
KMI,2021-12-31,0.0015
KMI,2022-03-31,0.0007
KMI,2022-06-30,-0.0042
KMI,2022-09-30,0.0045
KMI,2022-12-31,-0.0340
KMI,2023-03-31,-0.0058
KMI,2023-06-30,-0.0210
KMI,2023-09-30,-0.0272
KMI,2023-12-31,-0.0323
KMI,2024-03-31,-0.0044
KMI,2024-06-30,-0.0225
KMI,2024-09-30,-0.0236
KMI,2024-12-31,-0.0349
KMI,2025-03-31,-0.0038
KMI,2025-06-30,-0.0184
KO,2021-03-31,0.0172
KO,2021-06-30,-0.0140
KO,2021-09-30,-0.0072
KO,2021-12-31,-0.0273
KO,2022-03-31,0.0291
KO,2022-06-30,-0.0243
KO,2022-09-30,-0.0169
KO,2022-12-31,0.0018
KO,2023-03-31,-0.0198
KO,2023-06-30,-0.0169
KO,2023-09-30,0.0030
KO,2023-12-31,0.0023
KO,2024-03-31,-0.0623
KO,2024-06-30,-0.0083
KO,2024-09-30,-0.0141
KO,2024-12-31,0.0109
KO,2025-03-31,0.0164
KO,2025-06-30,0.0113
KO,2025-09-30,-0.0037
KR,2021-04-30,-0.0021
KR,2021-07-31,-0.0035
KR,2021-10-31,-0.0162
KR,2022-01-31,-0.0141
KR,2022-04-30,0.0128
KR,2022-07-31,-0.0039
KR,2022-10-31,0.0078
KR,2023-01-31,-0.0697
KR,2023-04-30,-0.0426
KR,2023-07-31,-0.0429
KR,2023-10-31,-0.0372
KR,2024-01-31,-0.0831
KR,2024-07-31,-0.0352
KR,2024-10-31,-0.0475
KR,2025-01-31,-0.0698
KR,2025-04-30,-0.0785
KR,2025-07-31,-0.0252
KVUE,2023-09-30,-0.0172
KVUE,2023-12-31,-0.0372
KVUE,2024-03-31,-0.0235
KVUE,2024-06-30,-0.0051
KVUE,2024-09-30,-0.0174
KVUE,2024-12-31,-0.0321
KVUE,2025-03-31,-0.0521
KVUE,2025-06-30,0.0252
L,2021-03-31,0.0060
L,2021-06-30,-0.0115
L,2021-09-30,-0.0029
L,2021-12-31,0.0012
L,2022-03-31,0.0078
L,2022-06-30,0.0124
L,2022-09-30,0.0019
L,2022-12-31,-0.0064
L,2023-03-31,-0.0186
L,2023-06-30,0.0008
L,2023-09-30,0.0055
L,2023-12-31,-0.0215
L,2024-03-31,0.0002
L,2024-06-30,0.0019
L,2024-09-30,-0.0188
L,2024-12-31,0.0066
L,2025-03-31,-0.0089
L,2025-06-30,-0.0076
LDOS,2021-03-31,0.0044
LDOS,2021-06-30,0.0183
LDOS,2021-09-30,-0.0136
LDOS,2021-12-31,0.0020
LDOS,2022-03-31,0.0081
LDOS,2022-06-30,0.0140
LDOS,2022-09-30,-0.0396
LDOS,2022-12-31,-0.0062
LDOS,2023-03-31,0.0160
LDOS,2023-06-30,-0.0015
LDOS,2023-09-30,-0.0961
LDOS,2023-12-31,-0.0699
LDOS,2024-03-31,0.0118
LDOS,2024-06-30,-0.0115
LDOS,2024-09-30,-0.0296
LDOS,2024-12-31,-0.0099
LDOS,2025-03-31,0.0264
LDOS,2025-06-30,0.0012
LEN,2021-02-28,0.0267
LEN,2021-05-31,0.0177
LEN,2021-08-31,0.0179
LEN,2021-11-30,-0.0150
LEN,2022-02-28,0.0541
LEN,2022-05-31,0.0281
LEN,2022-08-31,0.0191
LEN,2022-11-30,-0.0506
LEN,2023-02-28,0.0077
LEN,2023-05-31,-0.0077
LEN,2023-08-31,0.0054
LEN,2023-11-30,-0.1020
LEN,2024-02-29,0.0124
LEN,2024-08-31,0.0052
LEN,2024-11-30,-0.0172
LEN,2025-02-28,-0.1492
LEN,2025-05-31,0.0234
LEN,2025-08-31,0.0037
LH,2021-03-31,-0.0171
LH,2021-06-30,0.0336
LH,2021-09-30,0.0016
LH,2021-12-31,-0.0011
LH,2022-03-31,0.0136
LH,2022-06-30,-0.0017
LH,2022-09-30,0.0060
LH,2022-12-31,-0.0615
LH,2023-03-31,0.0065
LH,2023-06-30,-0.0368
LH,2023-09-30,-0.0643
LH,2023-12-31,-0.0535
LH,2024-03-31,-0.0446
LH,2024-06-30,-0.0293
LH,2024-09-30,0.0150
LH,2024-12-31,-0.0360
LH,2025-03-31,0.0419
LH,2025-06-30,-0.0449
LHX,2021-03-31,0.0322
LHX,2021-06-30,-0.0340
LHX,2021-09-30,0.0026
LHX,2021-12-31,-0.0092
LHX,2022-03-31,0.0143
LHX,2022-06-30,-0.0066
LHX,2022-09-30,-0.0010
LHX,2022-12-31,-0.0579
LHX,2023-03-31,-0.0015
LHX,2023-06-30,-0.0306
LHX,2023-09-30,-0.0656
LHX,2023-12-31,-0.0136
LHX,2024-03-31,-0.0109
LHX,2024-06-30,-0.0292
LHX,2024-09-30,0.0079
LHX,2024-12-31,-0.0273
LHX,2025-03-31,-0.0130
LHX,2025-06-30,-0.0249
LII,2021-03-31,0.0711
LII,2021-06-30,0.0033
LII,2021-09-30,-0.0365
LII,2021-12-31,-0.0093
LII,2022-03-31,0.0985
LII,2022-06-30,0.0235
LII,2022-09-30,0.0057
LII,2022-12-31,-0.0585
LII,2023-03-31,0.0695
LII,2023-06-30,-0.0033
LII,2023-09-30,-0.0484
LII,2023-12-31,-0.1515
LII,2024-03-31,0.0163
LII,2024-06-30,0.0431
LII,2024-09-30,-0.0348
LII,2024-12-31,-0.0599
LII,2025-03-31,0.0469
LII,2025-06-30,0.0401
LII,2025-09-30,-0.0558
LIN,2021-03-31,0.0044
LIN,2021-06-30,0.0039
LIN,2021-09-30,-0.0048
LIN,2021-12-31,-0.0141
LIN,2022-03-31,0.0042
LIN,2022-06-30,0.0035
LIN,2022-09-30,-0.0009
LIN,2022-12-31,-0.0581
LIN,2023-03-31,-0.0076
LIN,2023-06-30,-0.0206
LIN,2023-09-30,-0.0240
LIN,2023-12-31,-0.0511
LIN,2024-03-31,-0.0026
LIN,2024-06-30,-0.0195
LIN,2024-09-30,-0.0388
LIN,2024-12-31,-0.0364
LIN,2025-03-31,-0.0430
LIN,2025-06-30,-0.0080
LKQ,2021-03-31,-0.0101
LKQ,2021-06-30,-0.0011
LKQ,2021-09-30,-0.0066
LKQ,2021-12-31,0.0223
LKQ,2022-03-31,0.0032
LKQ,2022-06-30,-0.0211
LKQ,2022-09-30,0.0003
LKQ,2022-12-31,-0.0129
LKQ,2023-03-31,0.0086
LKQ,2023-06-30,-0.0184
LKQ,2023-09-30,-0.0083
LKQ,2023-12-31,-0.0246
LKQ,2024-03-31,-0.0040
LKQ,2024-06-30,-0.0091
LKQ,2024-09-30,-0.0263
LKQ,2024-12-31,-0.0266
LKQ,2025-03-31,0.0135
LKQ,2025-06-30,-0.0103
LLY,2021-03-31,0.0117
LLY,2021-06-30,-0.0616
LLY,2021-09-30,0.0285
LLY,2021-12-31,0.0150
LLY,2022-03-31,-0.0004
LLY,2022-06-30,-0.0480
LLY,2022-09-30,0.0103
LLY,2022-12-31,-0.0430
LLY,2023-03-31,0.0406
LLY,2023-06-30,-0.0421
LLY,2023-09-30,-0.0393
LLY,2023-12-31,-0.0744
LLY,2024-03-31,0.1266
LLY,2024-06-30,-0.0751
LLY,2024-09-30,0.0301
LLY,2024-12-31,-0.0525
LLY,2025-03-31,0.0782
LLY,2025-06-30,0.0560
LMT,2021-03-31,0.0063
LMT,2021-06-30,0.0016
LMT,2021-09-30,0.0080
LMT,2021-12-31,-0.0271
LMT,2022-03-31,0.0145
LMT,2022-06-30,-0.0047
LMT,2022-09-30,-0.0103
LMT,2022-12-31,-0.0196
LMT,2023-03-31,-0.0008
LMT,2023-06-30,-0.0090
LMT,2023-09-30,-0.0221
LMT,2023-12-31,-0.0342
LMT,2024-03-31,-0.0004
LMT,2024-06-30,-0.0228
LMT,2024-09-30,-0.0145
LMT,2024-12-31,-0.0605
LMT,2025-03-31,0.0083
LMT,2025-06-30,-0.0137
LMT,2025-09-30,-0.0255
LNT,2021-03-31,0.0025
LNT,2021-06-30,0.0062
LNT,2021-09-30,0.0027
LNT,2021-12-31,-0.0007
LNT,2022-03-31,-0.0006
LNT,2022-06-30,0.0017
LNT,2022-09-30,-0.0089
LNT,2022-12-31,-0.0358
LNT,2023-03-31,-0.0019
LNT,2023-06-30,-0.0146
LNT,2023-09-30,-0.0215
LNT,2023-12-31,-0.0298
LNT,2024-03-31,-0.0068
LNT,2024-06-30,-0.0226
LNT,2024-09-30,-0.0183
LNT,2024-12-31,-0.0414
LNT,2025-03-31,-0.0344
LNT,2025-06-30,-0.0036
LOW,2021-04-30,-0.0285
LOW,2021-07-31,0.0277
LOW,2021-10-31,0.0038
LOW,2022-01-31,0.0034
LOW,2022-04-30,0.0056
LOW,2022-07-31,0.0077
LOW,2022-10-31,0.0123
LOW,2023-01-31,-0.0389
LOW,2023-04-30,0.0055
LOW,2023-07-31,-0.0351
LOW,2023-10-31,-0.0078
LOW,2024-01-31,-0.0379
LOW,2024-04-30,-0.0519
LOW,2024-07-31,-0.0291
LOW,2024-10-31,-0.0145
LOW,2025-01-31,-0.0323
LOW,2025-04-30,-0.0342
LOW,2025-07-31,-0.0464
LRCX,2021-03-31,0.0051
LRCX,2021-06-30,-0.0218
LRCX,2021-09-30,0.0460
LRCX,2021-12-31,-0.0132
LRCX,2022-03-31,0.0258
LRCX,2022-06-30,0.0428
LRCX,2022-09-30,0.0067
LRCX,2022-12-31,0.0121
LRCX,2023-03-31,-0.0472
LRCX,2023-06-30,-0.0312
LRCX,2023-09-30,-0.0092
LRCX,2023-12-31,-0.0336
LRCX,2024-03-31,-0.0286
LRCX,2024-06-30,-0.0026
LRCX,2024-09-30,-0.0509
LRCX,2024-12-31,0.0214
LRCX,2025-03-31,-0.0010
LRCX,2025-06-30,-0.0652
LULU,2021-04-30,0.0042
LULU,2021-07-31,0.0037
LULU,2021-10-31,0.0167
LULU,2022-01-31,-0.0523
LULU,2022-04-30,0.1031
LULU,2022-07-31,0.0487
LULU,2022-10-31,0.0542
LULU,2023-01-31,-0.1352
LULU,2023-04-30,0.0445
LULU,2023-07-31,-0.0334
LULU,2023-10-31,-0.0466
LULU,2024-01-31,-0.1555
LULU,2024-04-30,0.0289
LULU,2024-07-31,-0.0279
LULU,2024-10-31,-0.0279
LULU,2025-01-31,-0.1230
LULU,2025-04-30,0.0111
LULU,2025-07-31,0.0021
LUV,2021-03-31,-0.0216
LUV,2021-06-30,-0.0486
LUV,2021-09-30,0.0435
LUV,2021-12-31,0.0049
LUV,2022-03-31,-0.0107
LUV,2022-06-30,-0.0136
LUV,2022-09-30,-0.0055
LUV,2022-12-31,-0.0528
LUV,2023-03-31,-0.0350
LUV,2023-06-30,-0.0347
LUV,2023-09-30,-0.0293
LUV,2023-12-31,-0.0567
LUV,2024-03-31,-0.0025
LUV,2024-06-30,0.0051
LUV,2024-09-30,-0.0235
LUV,2024-12-31,-0.0508
LUV,2025-03-31,-0.0332
LUV,2025-06-30,-0.0194
LUV,2025-09-30,-0.0409
LVS,2021-03-31,0.1390
LVS,2021-06-30,-0.0054
LVS,2021-09-30,0.0058
LVS,2021-12-31,-0.0003
LVS,2022-03-31,-0.1388
LVS,2022-06-30,0.0063
LVS,2022-09-30,0.0065
LVS,2022-12-31,-0.0496
LVS,2023-03-31,-0.0126
LVS,2023-06-30,-0.0393
LVS,2023-09-30,-0.0436
LVS,2023-12-31,-0.0679
LVS,2024-03-31,-0.0058
LVS,2024-06-30,-0.0420
LVS,2024-09-30,-0.0582
LVS,2024-12-31,-0.0676
LVS,2025-03-31,-0.0460
LVS,2025-06-30,0.0007
LW,2021-02-28,0.0113
LW,2021-05-31,-0.0179
LW,2021-08-31,-0.0203
LW,2021-11-30,0.0259
LW,2022-02-28,0.0402
LW,2022-05-31,-0.0323
LW,2022-08-31,-0.0145
LW,2022-11-30,-0.0009
LW,2023-02-28,0.0049
LW,2023-05-31,-0.0393
LW,2023-08-31,-0.0233
LW,2023-11-30,-0.0001
LW,2024-02-29,0.0007
LW,2024-05-31,-0.0668
LW,2024-08-31,-0.0083
LW,2024-11-30,-0.0191
LW,2025-02-28,-0.0158
LW,2025-05-31,-0.0734
LW,2025-08-31,-0.0297
LYB,2021-03-31,0.0154
LYB,2021-06-30,0.0162
LYB,2021-09-30,-0.0068
LYB,2021-12-31,-0.0357
LYB,2022-03-31,0.0064
LYB,2022-06-30,0.0115
LYB,2022-09-30,-0.0125
LYB,2022-12-31,-0.0453
LYB,2023-03-31,0.0103
LYB,2023-06-30,-0.0207
LYB,2023-09-30,-0.0381
LYB,2023-12-31,-0.0629
LYB,2024-03-31,0.0208
LYB,2024-06-30,-0.0356
LYB,2024-09-30,-0.0262
LYB,2024-12-31,-0.0818
LYB,2025-03-31,-0.0118
LYB,2025-06-30,-0.0139
LYV,2021-03-31,-0.0056
LYV,2021-06-30,-0.0901
LYV,2021-09-30,0.0120
LYV,2021-12-31,-0.0638
LYV,2022-03-31,-0.0629
LYV,2022-06-30,0.0057
LYV,2022-09-30,0.0805
LYV,2022-12-31,-0.1016
LYV,2023-03-31,-0.0688
LYV,2023-06-30,-0.0219
LYV,2023-09-30,0.0629
LYV,2023-12-31,-0.0762
LYV,2024-03-31,-0.0484
LYV,2024-06-30,-0.0132
LYV,2024-09-30,0.0452
LYV,2024-12-31,-0.0886
LYV,2025-03-31,-0.0907
LYV,2025-06-30,-0.0116
MA,2021-03-31,0.0154
MA,2021-06-30,-0.0050
MA,2021-09-30,-0.0033
MA,2021-12-31,-0.0238
MA,2022-03-31,0.0211
MA,2022-06-30,0.0008
MA,2022-09-30,-0.0337
MA,2022-12-31,-0.0864
MA,2023-03-31,0.0052
MA,2023-06-30,-0.0135
MA,2023-09-30,-0.0406
MA,2023-12-31,-0.0944
MA,2024-03-31,0.0110
MA,2024-06-30,-0.0306
MA,2024-09-30,-0.0793
MA,2024-12-31,-0.1068
MA,2025-03-31,0.0173
MA,2025-06-30,-0.0385
MAA,2021-03-31,0.0028
MAA,2021-06-30,-0.0045
MAA,2021-09-30,-0.0046
MAA,2021-12-31,0.0013
MAA,2022-03-31,0.0047
MAA,2022-06-30,-0.0036
MAA,2022-09-30,-0.0066
MAA,2022-12-31,-0.0460
MAA,2023-03-31,-0.0080
MAA,2023-06-30,-0.0298
MAA,2023-09-30,-0.0414
MAA,2023-12-31,-0.0482
MAA,2024-03-31,-0.0061
MAA,2024-06-30,-0.0328
MAA,2024-09-30,-0.0437
MAA,2024-12-31,-0.0467
MAA,2025-03-31,-0.0070
MAA,2025-06-30,-0.0334
MAR,2021-03-31,-0.0170
MAR,2021-06-30,-0.0054
MAR,2021-09-30,-0.0017
MAR,2021-12-31,-0.0059
MAR,2022-03-31,0.0021
MAR,2022-06-30,-0.0168
MAR,2022-09-30,-0.0073
MAR,2022-12-31,-0.0087
MAR,2023-03-31,-0.0047
MAR,2023-06-30,0.0008
MAR,2023-09-30,-0.0108
MAR,2023-12-31,-0.0274
MAR,2024-03-31,-0.0028
MAR,2024-06-30,-0.0029
MAR,2024-09-30,-0.0162
MAR,2024-12-31,-0.0139
MAR,2025-03-31,0.0005
MAR,2025-06-30,0.0036
MAS,2021-03-31,0.0689
MAS,2021-06-30,0.0167
MAS,2021-09-30,-0.0074
MAS,2021-12-31,-0.0204
MAS,2022-03-31,0.0459
MAS,2022-06-30,-0.0654
MAS,2022-09-30,0.0228
MAS,2022-12-31,-0.0268
MAS,2023-03-31,0.0028
MAS,2023-06-30,0.0481
MAS,2023-09-30,-0.0255
MAS,2023-12-31,-0.0678
MAS,2024-03-31,0.0587
MAS,2024-06-30,0.0026
MAS,2024-09-30,-0.0289
MAS,2024-12-31,-0.0611
MAS,2025-03-31,0.0557
