symbol,period_end_date,wc_accruals_over_assets
AWK,2021-09-30,-0.0044
AWK,2021-12-31,-0.0140
AWK,2022-03-31,-0.0065
AWK,2022-06-30,0.0078
AWK,2022-09-30,-0.0120
AWK,2022-12-31,-0.0398
AWK,2023-03-31,0.0412
AWK,2023-06-30,-0.0103
AWK,2023-09-30,-0.0206
AWK,2023-12-31,-0.0415
AWK,2024-03-31,0.0040
AWK,2024-06-30,-0.0072
AWK,2024-09-30,-0.0278
AWK,2024-12-31,-0.0537
AWK,2025-03-31,-0.0019
AWK,2025-06-30,-0.0224
AXON,2021-03-31,-0.0101
AXON,2021-06-30,0.0020
AXON,2021-09-30,0.0057
AXON,2021-12-31,0.0510
AXON,2022-03-31,-0.0208
AXON,2022-06-30,0.0805
AXON,2022-09-30,0.0183
AXON,2022-12-31,-0.0790
AXON,2023-03-31,0.0387
AXON,2023-06-30,0.0008
AXON,2023-09-30,-0.0056
AXON,2023-12-31,-0.0276
AXON,2024-03-31,0.0277
AXON,2024-06-30,-0.0094
AXON,2024-09-30,0.0150
AXON,2024-12-31,-0.0444
AXON,2025-03-31,-0.0546
AXON,2025-06-30,0.0338
AXP,2021-03-31,-0.0295
AXP,2021-06-30,0.0776
AXP,2021-09-30,0.0185
AXP,2021-12-31,0.0864
AXP,2022-03-31,-0.0340
AXP,2022-06-30,0.0229
AXP,2022-09-30,-0.0139
AXP,2022-12-31,0.0089
AXP,2023-03-31,-0.0457
AXP,2023-06-30,0.0163
AXP,2023-09-30,0.0006
AXP,2023-12-31,0.0146
AXP,2024-03-31,-0.0228
AXP,2024-06-30,0.0178
AXP,2024-09-30,0.0013
AXP,2024-12-31,0.0022
AXP,2025-03-31,-0.0294
AXP,2025-06-30,0.0056
AXP,2025-09-30,0.0065
AZO,2021-02-28,0.0022
AZO,2021-05-31,-0.0362
AZO,2021-08-31,-0.0252
AZO,2021-11-30,-0.0051
AZO,2022-02-28,0.0315
AZO,2022-05-31,-0.0036
AZO,2022-08-31,-0.0283
AZO,2022-11-30,-0.0152
AZO,2023-02-28,-0.0001
AZO,2023-05-31,-0.0164
AZO,2023-08-31,-0.0308
AZO,2023-11-30,-0.0139
AZO,2024-02-29,-0.0036
AZO,2024-05-31,-0.0084
AZO,2024-08-31,-0.0343
AZO,2024-11-30,-0.0117
AZO,2025-02-28,-0.0152
AZO,2025-05-31,-0.0223
BA,2021-03-31,0.0244
BA,2021-06-30,0.0128
BA,2021-09-30,0.0029
BA,2021-12-31,-0.0334
BA,2022-03-31,0.0212
BA,2022-06-30,0.0039
BA,2022-09-30,-0.0319
BA,2022-12-31,-0.0389
BA,2023-03-31,0.0041
BA,2023-06-30,-0.0235
BA,2023-09-30,-0.0161
BA,2023-12-31,-0.0337
BA,2024-03-31,0.0271
BA,2024-06-30,0.0163
BA,2024-09-30,-0.0367
BA,2024-12-31,-0.0140
BA,2025-03-31,0.0120
BA,2025-06-30,0.0031
BALL,2021-06-30,-0.0133
BALL,2021-09-30,-0.0107
BALL,2021-12-31,-0.0191
BALL,2022-03-31,0.0469
BALL,2022-06-30,0.0050
BALL,2022-09-30,-0.0079
BALL,2022-12-31,-0.0476
BALL,2023-03-31,0.0282
BALL,2023-06-30,-0.0302
BALL,2023-09-30,-0.0420
BALL,2023-12-31,-0.0553
BALL,2024-03-31,0.0238
BALL,2024-06-30,-0.0117
BALL,2024-09-30,-0.0406
BALL,2024-12-31,-0.0354
BALL,2025-03-31,0.0398
BALL,2025-06-30,-0.0212
BAX,2021-03-31,0.0071
BAX,2021-06-30,0.0044
BAX,2021-09-30,-0.0002
BAX,2021-12-31,0.0082
BAX,2022-03-31,0.0061
BAX,2022-06-30,0.0038
BAX,2022-09-30,0.0086
BAX,2022-12-31,-0.1560
BAX,2023-03-31,-0.0160
BAX,2023-06-30,-0.0197
BAX,2023-09-30,-0.0495
BAX,2023-12-31,-0.0418
BAX,2024-03-31,-0.0094
BAX,2024-06-30,-0.0318
BAX,2024-09-30,0.0059
BAX,2024-12-31,-0.0718
BAX,2025-03-31,-0.1223
BAX,2025-06-30,-0.0017
BBY,2021-04-30,0.0416
BBY,2021-07-31,0.0029
BBY,2021-10-31,0.0340
BBY,2022-01-31,-0.0629
BBY,2022-04-30,0.1290
BBY,2022-07-31,-0.0121
BBY,2022-10-31,-0.0020
BBY,2023-01-31,-0.1090
BBY,2023-04-30,0.0418
BBY,2023-07-31,-0.0346
BBY,2023-10-31,-0.0162
BBY,2024-01-31,-0.1007
BBY,2024-04-30,0.0089
BBY,2024-07-31,-0.0398
BBY,2024-10-31,-0.0007
BBY,2025-01-31,-0.1306
BBY,2025-04-30,0.0128
BBY,2025-07-31,-0.0395
BDX,2021-03-31,0.0301
BDX,2021-06-30,-0.0406
BDX,2021-09-30,0.0245
BDX,2021-12-31,-0.0054
BDX,2022-03-31,0.0119
BDX,2022-06-30,-0.0086
BDX,2022-09-30,-0.0100
BDX,2022-12-31,0.0014
BDX,2023-03-31,-0.0135
BDX,2023-06-30,-0.0229
BDX,2023-09-30,-0.0457
BDX,2023-12-31,-0.0329
BDX,2024-03-31,-0.0135
BDX,2024-06-30,-0.0224
BDX,2024-09-30,-0.0592
BDX,2024-12-31,-0.0238
BDX,2025-03-31,-0.0103
BDX,2025-06-30,-0.0258
BEN,2021-03-31,-0.0236
BEN,2021-06-30,0.0290
BEN,2021-09-30,-0.0329
BEN,2021-12-31,0.0151
BEN,2022-03-31,0.0040
BEN,2022-06-30,0.0031
BEN,2022-09-30,-0.0618
BEN,2022-12-31,0.3570
BEN,2023-03-31,-0.2987
BEN,2023-06-30,-0.0234
BEN,2023-09-30,-0.0168
BEN,2023-12-31,0.0089
BEN,2024-03-31,-0.0177
BEN,2024-06-30,-0.0158
BEN,2024-09-30,-0.0276
BEN,2024-12-31,0.0103
BEN,2025-03-31,0.0065
BEN,2025-06-30,-0.0406
BG,2021-03-31,0.0313
BG,2021-06-30,0.0079
BG,2021-09-30,-0.0498
BG,2021-12-31,0.0003
BG,2022-03-31,0.0637
BG,2022-06-30,0.0066
BG,2022-09-30,-0.0574
BG,2022-12-31,-0.0297
BG,2023-03-31,-0.0217
BG,2023-06-30,0.0399
BG,2023-09-30,-0.0451
BG,2023-12-31,-0.0400
BG,2024-03-31,-0.0229
BG,2024-06-30,0.0408
BG,2024-09-30,-0.0472
BG,2024-12-31,-0.0208
BG,2025-03-31,0.0144
BG,2025-06-30,0.0270
BIIB,2021-03-31,0.0198
BIIB,2021-06-30,-0.0095
BIIB,2021-09-30,-0.0328
BIIB,2021-12-31,-0.0100
BIIB,2022-03-31,0.0194
BIIB,2022-06-30,-0.0120
BIIB,2022-09-30,0.0402
BIIB,2022-12-31,0.0072
BIIB,2023-03-31,-0.0012
BIIB,2023-06-30,-0.0309
BIIB,2023-09-30,-0.0142
BIIB,2023-12-31,0.0256
BIIB,2024-03-31,-0.0040
BIIB,2024-06-30,-0.0303
BIIB,2024-09-30,-0.1117
BIIB,2024-12-31,-0.0397
BIIB,2025-03-31,-0.0020
BIIB,2025-06-30,0.0642
BK,2021-03-31,0.0186
BK,2021-06-30,0.0035
BK,2021-09-30,-0.0099
BK,2021-12-31,0.0606
BK,2022-03-31,-0.0600
BK,2022-06-30,0.0501
BK,2022-09-30,0.0555
BK,2022-12-31,0.0441
BK,2023-03-31,-0.0465
BK,2023-06-30,-0.0085
BK,2023-09-30,0.0582
BK,2023-12-31,-0.0176
BK,2024-03-31,-0.0384
BK,2024-06-30,0.0025
BK,2024-09-30,0.0064
BK,2024-12-31,0.0165
BK,2025-03-31,-0.0586
BK,2025-06-30,-0.0815
BKNG,2021-03-31,0.0084
BKNG,2021-06-30,-0.0581
BKNG,2021-09-30,0.0022
BKNG,2021-12-31,0.0072
BKNG,2022-03-31,-0.0676
BKNG,2022-06-30,-0.0895
BKNG,2022-09-30,0.0808
BKNG,2022-12-31,-0.0416
BKNG,2023-03-31,-0.1041
BKNG,2023-06-30,-0.0262
BKNG,2023-09-30,0.0303
BKNG,2023-12-31,-0.0466
BKNG,2024-03-31,-0.0770
BKNG,2024-06-30,-0.0422
BKNG,2024-09-30,-0.0052
BKNG,2024-12-31,-0.0237
BKNG,2025-03-31,-0.0852
BKNG,2025-06-30,-0.0497
BKR,2021-03-31,-0.0174
BKR,2021-06-30,-0.0133
BKR,2021-09-30,-0.0050
BKR,2021-12-31,0.0130
BKR,2022-03-31,0.0081
BKR,2022-06-30,-0.0139
BKR,2022-09-30,0.0039
BKR,2022-12-31,-0.0421
BKR,2023-03-31,0.0018
BKR,2023-06-30,-0.0308
BKR,2023-09-30,-0.0336
BKR,2023-12-31,-0.0369
BKR,2024-03-31,-0.0114
BKR,2024-06-30,-0.0039
BKR,2024-09-30,-0.0208
BKR,2024-12-31,-0.0367
BKR,2025-03-31,-0.0044
BKR,2025-06-30,0.0124
BLDR,2021-03-31,0.1406
BLDR,2021-06-30,0.0878
BLDR,2021-09-30,-0.0565
BLDR,2021-12-31,-0.0164
BLDR,2022-03-31,0.0543
BLDR,2022-06-30,0.0138
BLDR,2022-09-30,-0.0457
BLDR,2022-12-31,-0.0873
BLDR,2023-03-31,-0.0325
BLDR,2023-06-30,-0.0082
BLDR,2023-09-30,-0.0482
BLDR,2023-12-31,-0.0612
BLDR,2024-03-31,-0.0046
BLDR,2024-06-30,-0.0239
BLDR,2024-09-30,-0.0669
BLDR,2024-12-31,-0.0508
BLDR,2025-03-31,0.0012
BLDR,2025-06-30,-0.0254
BLK,2021-03-31,0.0088
BLK,2021-06-30,-0.0410
BLK,2021-09-30,0.0341
BLK,2021-12-31,-0.0051
BLK,2022-03-31,0.0122
BLK,2022-06-30,-0.0038
BLK,2022-09-30,-0.0060
BLK,2022-12-31,-0.0063
BLK,2023-03-31,0.0132
BLK,2023-06-30,-0.0026
BLK,2023-09-30,-0.0060
BLK,2023-12-31,-0.0084
BLK,2024-03-31,0.0086
BLK,2024-06-30,-0.0040
BLK,2024-09-30,-0.0050
BLK,2024-12-31,-0.0121
BLK,2025-03-31,0.0080
BLK,2025-06-30,-0.0054
BMY,2021-03-31,0.0087
BMY,2021-06-30,0.0110
BMY,2021-09-30,-0.0042
BMY,2021-12-31,-0.0001
BMY,2022-03-31,0.0045
BMY,2022-06-30,0.0112
BMY,2022-09-30,-0.0003
BMY,2022-12-31,-0.1113
BMY,2023-03-31,-0.0140
BMY,2023-06-30,-0.0440
BMY,2023-09-30,-0.0818
BMY,2023-12-31,-0.1219
BMY,2024-03-31,-0.0362
BMY,2024-06-30,-0.0412
BMY,2024-09-30,-0.1041
BMY,2024-12-31,-0.1163
BMY,2025-03-31,0.0030
BMY,2025-06-30,-0.0396
BR,2021-03-31,0.0149
BR,2021-06-30,-0.0484
BR,2021-09-30,0.0284
BR,2021-12-31,-0.0036
BR,2022-03-31,0.0174
BR,2022-06-30,-0.0304
BR,2022-09-30,0.0262
BR,2022-12-31,-0.0291
BR,2023-03-31,-0.0282
BR,2023-06-30,-0.0691
BR,2023-09-30,0.0156
BR,2023-12-31,-0.0362
BR,2024-03-31,-0.0329
BR,2024-06-30,-0.1057
BR,2024-09-30,0.0180
BR,2024-12-31,-0.0283
BR,2025-03-31,-0.0473
BR,2025-06-30,-0.0819
BRO,2021-03-31,0.0167
BRO,2021-06-30,-0.0227
BRO,2021-09-30,0.0027
BRO,2021-12-31,-0.0177
BRO,2022-03-31,0.1657
BRO,2022-06-30,-0.0104
BRO,2022-09-30,-0.0065
BRO,2022-12-31,-0.0076
BRO,2023-03-31,0.0174
BRO,2023-06-30,-0.0135
BRO,2023-09-30,-0.0336
BRO,2023-12-31,0.0077
BRO,2024-03-31,0.0287
BRO,2024-06-30,-0.0101
BRO,2024-09-30,-0.0376
BRO,2024-12-31,-0.0068
BRO,2025-03-31,0.0152
BRO,2025-06-30,-0.0064
BSX,2021-03-31,-0.0190
BSX,2021-06-30,-0.0140
BSX,2021-09-30,0.0079
BSX,2021-12-31,-0.0044
BSX,2022-03-31,0.0100
BSX,2022-06-30,0.0121
BSX,2022-09-30,0.0057
BSX,2022-12-31,-0.0464
BSX,2023-03-31,0.0069
BSX,2023-06-30,-0.0224
BSX,2023-09-30,-0.0270
BSX,2023-12-31,-0.0432
BSX,2024-03-31,0.0132
BSX,2024-06-30,-0.0226
BSX,2024-09-30,-0.0340
BSX,2024-12-31,-0.0457
BSX,2025-03-31,0.0030
BSX,2025-06-30,-0.0284
BX,2021-03-31,-0.0418
BX,2021-06-30,-0.0665
BX,2021-09-30,-0.0277
BX,2021-12-31,0.0009
BX,2022-03-31,-0.0260
BX,2022-06-30,0.0344
BX,2022-09-30,0.0006
BX,2022-12-31,0.0062
BX,2023-03-31,0.0182
BX,2023-06-30,-0.0054
BX,2023-09-30,-0.0119
BX,2023-12-31,-0.0154
BX,2024-03-31,0.0152
BX,2024-06-30,-0.0085
BX,2024-09-30,-0.0197
BX,2024-12-31,-0.0074
BX,2025-03-31,-0.0076
BX,2025-06-30,0.0186
BXP,2021-03-31,0.0045
BXP,2021-06-30,-0.0018
BXP,2021-09-30,0.0012
BXP,2021-12-31,0.0012
BXP,2022-03-31,0.0011
BXP,2022-06-30,-0.0010
BXP,2022-09-30,-0.0010
BXP,2022-12-31,-0.0321
BXP,2023-03-31,-0.0071
BXP,2023-06-30,-0.0163
BXP,2023-09-30,-0.0248
BXP,2023-12-31,-0.0319
BXP,2024-03-31,-0.0044
BXP,2024-06-30,-0.0163
BXP,2024-09-30,-0.0268
BXP,2024-12-31,-0.0311
BXP,2025-03-31,-0.0327
BXP,2025-06-30,-0.0113
C,2025-03-31,-0.0591
CAG,2021-02-28,-0.0234
CAG,2021-05-31,-0.0062
CAG,2021-08-31,0.0222
CAG,2021-11-30,0.0056
CAG,2022-02-28,0.0023
CAG,2022-05-31,0.0055
CAG,2022-08-31,0.0033
CAG,2022-11-30,0.0094
CAG,2023-02-28,-0.0242
CAG,2023-05-31,-0.0155
CAG,2023-08-31,0.0042
CAG,2023-11-30,-0.0072
CAG,2024-02-29,-0.0058
CAG,2024-05-31,-0.0610
CAG,2024-08-31,-0.0137
CAG,2024-11-30,-0.0103
CAG,2025-02-28,-0.0139
CAG,2025-05-31,-0.0153
CAG,2025-08-31,0.0341
CAH,2021-03-31,0.0207
CAH,2021-06-30,-0.0151
CAH,2021-09-30,0.0042
CAH,2021-12-31,0.0043
CAH,2022-03-31,-0.0136
CAH,2022-06-30,-0.0564
CAH,2022-09-30,-0.0006
CAH,2022-12-31,-0.0058
CAH,2023-03-31,-0.0408
CAH,2023-06-30,-0.0195
CAH,2023-09-30,-0.0113
CAH,2023-12-31,-0.0207
CAH,2024-03-31,0.0087
CAH,2024-06-30,-0.0673
CAH,2024-09-30,0.0357
CAH,2024-12-31,0.0132
CAH,2025-03-31,-0.0557
CAH,2025-06-30,-0.0347
CARR,2021-03-31,0.0102
CARR,2021-06-30,-0.0039
CARR,2021-09-30,0.0794
CARR,2021-12-31,-0.0275
CARR,2022-03-31,-0.0498
CARR,2022-06-30,0.0108
CARR,2022-09-30,-0.0009
CARR,2022-12-31,-0.0340
CARR,2023-03-31,0.0149
CARR,2023-06-30,-0.0165
CARR,2023-09-30,-0.0320
CARR,2023-12-31,0.0333
CARR,2024-03-31,0.0210
CARR,2024-06-30,-0.0888
CARR,2024-09-30,-0.0064
CARR,2024-12-31,-0.0679
CARR,2025-03-31,0.0069
CARR,2025-06-30,-0.0226
CAT,2021-03-31,0.0116
CAT,2021-06-30,-0.0061
CAT,2021-09-30,0.0014
CAT,2021-12-31,0.0001
CAT,2022-03-31,0.0328
CAT,2022-06-30,-0.0131
CAT,2022-09-30,-0.0087
CAT,2022-12-31,-0.0449
CAT,2023-03-31,0.0258
CAT,2023-06-30,-0.0148
CAT,2023-09-30,0.0070
CAT,2023-12-31,-0.0541
CAT,2024-03-31,0.0021
CAT,2024-06-30,-0.0209
CAT,2024-09-30,-0.0125
CAT,2024-12-31,-0.0435
CAT,2025-03-31,0.0175
CAT,2025-06-30,-0.0176
CB,2021-03-31,-0.1084
CB,2021-06-30,-0.0139
CB,2021-09-30,-0.0110
CB,2021-12-31,0.0041
CB,2022-03-31,-0.0047
CB,2022-06-30,0.0003
CB,2022-09-30,-0.0178
CB,2022-12-31,-0.0029
CB,2023-03-31,0.0286
CB,2023-06-30,-0.0271
CB,2023-09-30,-0.0655
CB,2023-12-31,-0.0046
CB,2024-03-31,-0.0085
CB,2024-06-30,0.0071
CB,2024-09-30,-0.0336
CB,2024-12-31,0.0119
CB,2025-03-31,-0.0184
CB,2025-06-30,-0.0164
CBOE,2021-03-31,0.0065
CBOE,2021-06-30,-0.0031
CBOE,2021-09-30,0.0075
CBOE,2021-12-31,-0.0110
CBOE,2022-03-31,-0.0129
CBOE,2022-06-30,0.0006
CBOE,2022-09-30,0.0158
CBOE,2022-12-31,-0.1089
CBOE,2023-03-31,0.0055
CBOE,2023-06-30,-0.0134
CBOE,2023-09-30,0.0027
CBOE,2023-12-31,-0.0304
CBOE,2024-03-31,0.0051
CBOE,2024-06-30,-0.0208
CBOE,2024-09-30,-0.0113
CBOE,2024-12-31,-0.0345
CBOE,2025-03-31,-0.0188
CBOE,2025-06-30,-0.0282
CBRE,2021-03-31,0.0265
CBRE,2021-06-30,0.0057
CBRE,2021-09-30,-0.0246
CBRE,2021-12-31,-0.0306
CBRE,2022-03-31,0.0291
CBRE,2022-06-30,0.0080
CBRE,2022-09-30,-0.0151
CBRE,2022-12-31,-0.0482
CBRE,2023-03-31,-0.0015
CBRE,2023-06-30,0.0297
CBRE,2023-09-30,-0.0349
CBRE,2023-12-31,-0.0305
CBRE,2024-03-31,-0.0052
CBRE,2024-06-30,-0.0175
CBRE,2024-09-30,-0.0188
CBRE,2024-12-31,-0.0505
CBRE,2025-03-31,-0.0239
CBRE,2025-06-30,0.0110
CBRE,2025-09-30,-0.0315
CCI,2021-03-31,0.0021
CCI,2021-06-30,-0.0028
CCI,2021-09-30,0.0005
CCI,2021-12-31,-0.0011
CCI,2022-03-31,0.0061
CCI,2022-06-30,-0.0008
CCI,2022-09-30,0.0007
CCI,2022-12-31,-0.0467
CCI,2023-03-31,-0.0050
CCI,2023-06-30,-0.0296
CCI,2023-09-30,-0.0303
CCI,2023-12-31,-0.0491
CCI,2024-03-31,-0.0065
CCI,2024-06-30,-0.0252
CCI,2024-09-30,-0.0309
CCI,2024-12-31,-0.1912
CCI,2025-03-31,-0.2033
CCI,2025-06-30,-0.0102
CCL,2021-02-28,-0.0010
CCL,2021-05-31,-0.0030
CCL,2021-08-31,-0.0176
CCL,2021-11-30,-0.0077
CCL,2022-02-28,-0.0006
CCL,2022-05-31,-0.0247
CCL,2022-08-31,0.0023
CCL,2022-11-30,-0.0090
CCL,2023-02-28,-0.0200
CCL,2023-05-31,-0.0470
CCL,2023-08-31,-0.0193
CCL,2023-11-30,-0.0339
CCL,2024-02-29,-0.0797
CCL,2024-05-31,-0.0357
CCL,2024-08-31,-0.0175
CCL,2024-11-30,-0.0539
CCL,2025-02-28,-0.0551
CCL,2025-05-31,-0.0567
CCL,2025-08-31,-0.0145
CDNS,2021-03-31,0.0153
CDNS,2021-06-30,-0.0325
CDNS,2021-09-30,-0.0146
CDNS,2021-12-31,0.0079
CDNS,2022-03-31,-0.0039
CDNS,2022-06-30,-0.0121
CDNS,2022-09-30,-0.0105
CDNS,2022-12-31,-0.0185
CDNS,2023-03-31,0.0037
CDNS,2023-06-30,-0.0250
CDNS,2023-09-30,-0.0156
CDNS,2023-12-31,-0.0033
CDNS,2024-03-31,0.0063
CDNS,2024-06-30,0.0097
CDNS,2024-09-30,-0.0133
CDNS,2024-12-31,-0.0207
CDNS,2025-03-31,-0.0315
CDNS,2025-06-30,-0.0074
CDW,2021-03-31,0.0201
CDW,2021-06-30,0.0298
CDW,2021-09-30,0.0080
CDW,2021-12-31,-0.0014
CDW,2022-03-31,-0.0093
CDW,2022-06-30,0.0063
CDW,2022-09-30,0.0015
CDW,2022-12-31,-0.0106
CDW,2023-03-31,-0.0123
CDW,2023-06-30,-0.0059
CDW,2023-09-30,-0.0198
CDW,2023-12-31,-0.0198
CDW,2024-03-31,-0.0136
CDW,2024-06-30,0.0048
CDW,2024-09-30,-0.0081
CDW,2024-12-31,-0.0225
CDW,2025-03-31,-0.0188
CDW,2025-06-30,0.0048
CEG,2022-06-30,0.0139
CEG,2022-09-30,-0.0136
CEG,2022-12-31,-0.0457
CEG,2023-03-31,0.0053
CEG,2023-06-30,-0.0231
CEG,2023-09-30,-0.0251
CEG,2023-12-31,-0.0731
CEG,2024-03-31,-0.0063
CEG,2024-06-30,-0.0135
CEG,2024-09-30,-0.0345
CEG,2024-12-31,-0.0733
CEG,2025-03-31,-0.0055
CEG,2025-06-30,-0.0464
CF,2021-03-31,-0.0194
CF,2021-06-30,0.0296
CF,2021-09-30,-0.0090
CF,2021-12-31,-0.0422
CF,2022-03-31,-0.0041
CF,2022-06-30,0.0582
CF,2022-09-30,-0.0123
CF,2022-12-31,-0.0453
CF,2023-03-31,-0.0300
CF,2023-06-30,-0.0265
CF,2023-09-30,-0.0636
CF,2023-12-31,-0.0474
CF,2024-03-31,-0.0152
CF,2024-06-30,-0.0250
CF,2024-09-30,-0.0818
CF,2024-12-31,-0.0584
CF,2025-03-31,-0.0165
CF,2025-06-30,-0.0282
CFG,2021-03-31,-0.0231
CFG,2021-06-30,0.0036
CFG,2021-09-30,-0.0061
CFG,2021-12-31,0.0156
CFG,2022-03-31,-0.0149
CFG,2022-06-30,0.0113
CFG,2022-09-30,0.0103
CFG,2022-12-31,-0.0130
CFG,2023-03-31,0.0279
CFG,2023-06-30,-0.0432
CFG,2023-09-30,-0.0098
CFG,2023-12-31,-0.0169
CFG,2024-03-31,-0.0076
CFG,2024-06-30,-0.0064
CFG,2024-09-30,0.0027
CFG,2024-12-31,-0.0105
CFG,2025-03-31,-0.0116
CFG,2025-06-30,0.0136
CHD,2021-03-31,0.0137
CHD,2021-06-30,0.0060
CHD,2021-09-30,-0.0060
CHD,2021-12-31,-0.0160
CHD,2022-03-31,0.0138
CHD,2022-06-30,0.0132
CHD,2022-09-30,-0.0011
CHD,2022-12-31,-0.0338
CHD,2023-03-31,-0.0056
CHD,2023-06-30,-0.0088
CHD,2023-09-30,-0.0279
CHD,2023-12-31,-0.0285
CHD,2024-03-31,0.0014
CHD,2024-06-30,-0.0041
CHD,2024-09-30,-0.0316
CHD,2024-12-31,-0.0341
CHD,2025-03-31,0.0061
CHD,2025-06-30,-0.0108
CHRW,2021-03-31,0.0527
CHRW,2021-06-30,0.0163
CHRW,2021-09-30,0.0596
CHRW,2021-12-31,0.0202
CHRW,2022-03-31,0.0441
CHRW,2022-06-30,0.0067
CHRW,2022-09-30,-0.0634
CHRW,2022-12-31,-0.1027
CHRW,2023-03-31,-0.0219
CHRW,2023-06-30,-0.0282
CHRW,2023-09-30,-0.0326
CHRW,2023-12-31,-0.0101
CHRW,2024-03-31,0.0264
CHRW,2024-06-30,-0.0085
CHRW,2024-09-30,0.0060
CHRW,2024-12-31,-0.0473
CHRW,2025-03-31,0.0035
CHRW,2025-06-30,-0.0105
CHTR,2021-03-31,-0.0004
CHTR,2021-06-30,-0.0003
CHTR,2021-09-30,-0.0010
CHTR,2021-12-31,-0.0020
CHTR,2022-03-31,0.0014
CHTR,2022-06-30,-0.0021
CHTR,2022-09-30,-0.0013
CHTR,2022-12-31,-0.0645
CHTR,2023-03-31,-0.0120
CHTR,2023-06-30,-0.0289
CHTR,2023-09-30,-0.0483
CHTR,2023-12-31,-0.0640
CHTR,2024-03-31,-0.0108
CHTR,2024-06-30,-0.0294
CHTR,2024-09-30,-0.0463
CHTR,2024-12-31,-0.0601
CHTR,2025-03-31,-0.0131
CHTR,2025-06-30,-0.0295
CI,2021-03-31,0.0062
CI,2021-06-30,-0.0977
CI,2021-09-30,0.0022
CI,2021-12-31,0.0929
CI,2022-03-31,0.0008
CI,2022-06-30,0.0041
CI,2022-09-30,-0.0116
CI,2022-12-31,-0.1053
CI,2023-03-31,0.0595
CI,2023-06-30,-0.0163
CI,2023-09-30,-0.0202
CI,2023-12-31,-0.0285
CI,2024-03-31,-0.0083
CI,2024-06-30,-0.0088
CI,2024-09-30,0.0016
CI,2024-12-31,-0.0472
CI,2025-03-31,0.0046
CI,2025-06-30,0.0180
CINF,2021-03-31,-0.0106
CINF,2021-06-30,-0.0058
CINF,2021-09-30,-0.0095
CINF,2021-12-31,0.0005
CINF,2022-03-31,-0.0060
CINF,2022-06-30,-0.0143
CINF,2022-09-30,-0.0149
CINF,2022-12-31,-0.0104
CINF,2023-03-31,-0.0095
CINF,2023-06-30,-0.0104
CINF,2023-09-30,-0.0068
CINF,2023-12-31,-0.0079
CINF,2024-03-31,-0.0080
CINF,2024-06-30,-0.0160
CINF,2024-09-30,-0.0199
CINF,2024-12-31,-0.0021
CINF,2025-03-31,-0.0186
CINF,2025-06-30,-0.0134
CL,2021-03-31,-0.0011
CL,2021-06-30,0.0304
CL,2021-09-30,-0.0050
CL,2021-12-31,0.0054
CL,2022-03-31,0.0021
CL,2022-06-30,0.0230
CL,2022-09-30,-0.0037
CL,2022-12-31,-0.0487
CL,2023-03-31,-0.0190
CL,2023-06-30,-0.0274
CL,2023-09-30,-0.0371
CL,2023-12-31,-0.0490
CL,2024-03-31,-0.0288
CL,2024-06-30,-0.0222
CL,2024-09-30,-0.0383
CL,2024-12-31,-0.0311
CL,2025-03-31,0.0165
CL,2025-06-30,-0.0128
CLX,2021-03-31,0.0027
CLX,2021-06-30,-0.0308
CLX,2021-09-30,0.0184
CLX,2021-12-31,-0.0509
CLX,2022-03-31,0.0051
CLX,2022-06-30,0.0277
CLX,2022-09-30,-0.0460
CLX,2022-12-31,-0.0021
CLX,2023-03-31,-0.1160
CLX,2023-06-30,-0.1095
CLX,2023-09-30,-0.0737
CLX,2023-12-31,0.0242
CLX,2024-03-31,-0.0012
CLX,2024-06-30,0.0026
CLX,2024-09-30,-0.0322
CLX,2024-12-31,-0.0386
CLX,2025-03-31,-0.1019
CLX,2025-06-30,0.0170
CMCSA,2021-03-31,-0.0032
CMCSA,2021-06-30,0.0011
CMCSA,2021-09-30,0.0029
CMCSA,2021-12-31,-0.0025
CMCSA,2022-03-31,0.0003
CMCSA,2022-06-30,0.0107
CMCSA,2022-09-30,-0.0004
CMCSA,2022-12-31,-0.0573
CMCSA,2023-03-31,-0.0154
CMCSA,2023-06-30,-0.0211
CMCSA,2023-09-30,-0.0457
CMCSA,2023-12-31,-0.0992
CMCSA,2024-03-31,-0.0134
CMCSA,2024-06-30,-0.0139
CMCSA,2024-09-30,-0.0407
CMCSA,2024-12-31,-0.0492
CMCSA,2025-03-31,-0.0203
CMCSA,2025-06-30,0.0075
CME,2021-03-31,0.0149
CME,2021-06-30,0.0010
CME,2021-09-30,-0.0111
CME,2021-12-31,-0.0062
CME,2022-03-31,0.0098
CME,2022-06-30,0.0004
CME,2022-09-30,-0.0001
CME,2022-12-31,-0.0127
CME,2023-03-31,0.0097
CME,2023-06-30,0.0000
CME,2023-09-30,-0.0019
CME,2023-12-31,-0.0188
CME,2024-03-31,0.0085
CME,2024-06-30,0.0003
CME,2024-09-30,-0.0018
CME,2024-12-31,-0.0182
CME,2025-03-31,0.0166
CME,2025-06-30,-0.0002
CMG,2021-03-31,-0.0134
CMG,2021-06-30,0.0091
CMG,2021-09-30,0.0036
CMG,2021-12-31,-0.0321
CMG,2022-03-31,-0.0040
CMG,2022-06-30,0.0071
CMG,2022-09-30,0.0034
CMG,2022-12-31,-0.0592
CMG,2023-03-31,-0.0183
CMG,2023-06-30,-0.0331
CMG,2023-09-30,-0.0420
CMG,2023-12-31,-0.0190
CMG,2024-03-31,-0.0181
